1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,norm_air_quality
154,2,88,1891,3,0.48,3.97,3,845,430,2,1,2,1,2,1,9,1,1,2,2,1,0,0,3,3,3,4,3.49,Asia,China,yiwu-china,0.237057221
760,2,19,2074,2,1.64,3.43,1,1927,1256,3,2,4,2,3,3,23,3,2,3,3,3,0,1,3,3,4,4,3.99,North America,United States,columbus-oh-united-states,0.049046322
758,2,23,2013,1,2.33,3.15,1,2065,1164,3,4,3,1,4,4,45,3,1,4,3,3,0,1,4,3,4,4,4.18,Europe,Netherlands,zwolle-netherlands,0.059945504
522,2,11,1617,2,1.64,3.17,2,1530,898,4,3,4,2,4,3,38,3,2,4,3,4,0,1,3,4,4,4,4.24,North America,Canada,moncton-canada,0.027247956
914,2,15,1281,2,1.5,2.28,2,1637,1158,4,3,4,1,4,3,14,2,1,4,3,4,0,1,3,3,4,4,3.91,North America,Canada,edmonton-canada,0.038147139
208,2,16,1159,3,1.36,2.65,3,989,526,2,1,2,1,2,1,22,1,1,1,3,1,0,0,1,3,4,4,4.02,Europe,Russia,kaliningrad-russia,0.040871935
1310,2,20,1617,2,1.77,3.75,1,2226,1590,3,2,2,3,3,3,20,2,2,3,3,2,0,1,4,3,4,1,4.12,North America,United States,riverside-ca-united-states,0.051771117
500,2,50,1068,1.836280702,2,3,3,1108,804,1,1,2,1,1.847401188,1.939022758,1,3,1,2,3,1,0,0,2,2,4,2,3.44,Oceania,East Timor,dili-east-timor,0.133514986
660,2,17,1312,3,2.64,2.97,1,1765,1065,4,2,2,1,3,2,29,3,2,3,3,4,0,1,4,3,4,4,3.73,Europe,United Kingdom,coventry-united-kingdom,0.04359673
573,2,30,1983,1,0.28,0.42,3,1024,552,1,1,3,2,1,1.11353721,5,1,3,1,3,1.981632848,1,0,2,2,1,4,3.01,Africa,Nigeria,lagos-nigeria,0.079019074
389,2,31,1190,2,0.96,1.64,3,985,561,1,1,4,2,3,1,12,1,1,2,3,3,0,0,1,3,1,4,3.82,Latin America,Brazil,brasilia-brazil,0.081743869
1210,2,11,2288,2,1.75,3.83,1,2372,1569,3,2,2,3,3,3,23,2,2,3,3,1,0,1,3,4,4,1,4.27,North America,United States,providence-ri-united-states,0.027247956
701,2,9,2105,1,2.39,2.89,1,2123,1118,2,4,2,1,4,4,56,3,1,4,3,2,0,1,4,3,4,1,4.05,Europe,Netherlands,arnhem-netherlands,0.021798365
685,2,24,1251,1,2.67,2.88,1,1677,1040,2,3,2,3,3,3,31,2,2,4,3,2,0,1,4,3,4,1,4.22,Europe,Germany,dortmund-germany,0.0626703
356,2,27,1068,1,2.33,2.33,3,829,534,2,3,2,2,3,3,56,1,2,4,3,2,0,1,4,3,4,1,3.83,Europe,Germany,hagen-germany,0.070844687
122,2,32,427,2,1.05,1.6,3,498,301,2,2,2,1,2,3,31,1,1,3,3,2,1,1,3,3,4,1,3.54,Europe,Poland,rzeszow-poland,0.084468665
789,2,9,1342,2,1.7,3.92,2,1691,1165,3,2,4,2,3,3,29,2,2,3,3,3,0,1,3,4,4,4,4.02,North America,United States,fargo-nd-united-states,0.021798365
927,2,11,885,2,1.77,2.53,2,1708,1225,2,3,2,2,4,3,38,2,2,4,3,2,0,1,3,4,4,4,4.23,North America,Canada,grande-prairie-canada,0.027247956
608,2,10,2654,2,1.9,3.8,2,1909,1042,4,3,2,2,4,3,38,4,1,4,3,4,0,1,3,4,4,4,4.27,North America,Canada,nanaimo-canada,0.024523161
553,2,12,976,2,1.5,2.94,2,1295,880,4,3,3,3,4,3,38,3,3,4,3,4,0,1,3,3,4,4,4.48,North America,Canada,abbotsford-canada,0.029972752
660,2,14,1739,3,1.37,3.3,2,1596,997,3,2,3,2,3,2,13,2,1,3,3,2,0,1,4,3,4,4,3.84,Europe,United Kingdom,hull-united-kingdom,0.035422343
256,2,260,1037,1,0.02,0.04,3,461,223,1,1,1,1,1,1,3,1,1,1,1,2,1,0,1,1,1,4,2.26,Asia,Afghanistan,kabul-afghanistan,0.705722071
150,2,50,785.3717436,1,1,3,3,611,431,1,1,2,3,1.643960481,1,2,1,1,1,3,1,1,0,2,2,4,4,3.03,Asia,North Korea,kaesong-north-korea,0.133514986
206,2,16,641,2.118795775,0.51,1.27,3,526,326,1.841740755,2,4,2,2,1,7,1,2,2,3,2,0,0,2,3,4,4,3.86,Latin America,Peru,arequipa-peru,0.040871935
345,2,23,336,3,0.65,1.65,3,688,487,1,1,1,1,2,1,10,1,1,1,3,1,1,0,1,3,4,4,3.49,Europe,Russia,ulyanovsk-russia,0.059945504
245,2,91,580,3,0.63,1.94,3,736,457,2,1,2,1,2,1,18,1,1,1,3,1,0,0,1,2,4,4,3.55,Europe,Russia,chelyabinsk-russia,0.245231608
389,2,50,1159,1.75021039,0,0,3,787,375,2,1,2,1,2,2,9,1,1,2,3,1.595739097,0,0,3,3,3,2,4.02,Asia,Kazakhstan,astana-kazakhstan,0.133514986
496,2,18,1342,1,2.33,3.06,2,1436,868,4,3,3,2,3,3,35,3,3,4,3,3,0,1,4,4,4,4,4.26,Europe,Germany,aachen-germany,0.046321526
196,2,31,1037,3,0.95,0.84,2,665,310,2,2,4,2,2,1.93670567,34,1,2,2,3,2,1,0,3,3,4,4,4.07,Europe,Serbia,nis-serbia,0.081743869
376,2,86,1129,3,0.5,4.03,3,922,694,2,1,2,1,2,1,7,1,1,2,2,1,0,0,3,3,3,1,3.77,Asia,China,ningbo-china,0.231607629
684,2,6,1190,1,2.62,2.89,1,1798,1078,2,4,2,2,4,4,63,1,1,4,3,2,0,1,4,3,4,2,4.06,Europe,Netherlands,leeuwarden-netherlands,0.013623978
194,2,17,1007,2,0.49,0.87,3,592,282,1,1,2,1,1,1,0,1,3,1,3,1,0,0,2,3,4,4,4.02,Europe,Ukraine,kharkiv-ukraine,0.04359673
402,2,31,2410,3,1.61,3.1,2,1571,776,2,1,2,1,2,1,33,1,3,1,3,1,0,0,1,3,4,4,3.28,Europe,Russia,nizhny-russia,0.081743869
379,2,27,1159,3,0.84,1.89,3,1018,613,2,1,1,2,2,1,21,1,2,1,3,1,0,0,1,3,4,4,3.63,Europe,Russia,yekaterinburg-russia,0.070844687
225,2,43,1464,2,1.13,2.25,3,1005,503,2,2,2,3,1,1,3,3,3,2,3,2,0,0,1,2,1,4,4.2,Africa,South Africa,pretoria-south-africa,0.114441417
681,2,35,2471,2,2.33,3.76,1,2099,1173,3,1,2,3,4,3,22,2,2,2,3,3,1,1,3,3,4,4,4.04,Middle East,Israel,haifa-israel,0.092643052
361,2,32,2044,1,1.1,2.13,2,1182,575,2,3,2,2,2,2,28,1,1,3,3,2,0,0,2,3,4,1,3.82,Europe,Lithuania,klaipeda-lithuania,0.084468665
1596,2,6,4789,2,1.85,3.95,1,3283,1895,2,2,2,2,3,3,40,2,2,3,3,2,0,1,3,3,4,1,3.82,North America,United States,monterey-ca-united-states,0.013623978
350,2,12,1403,3,0.96,1.28,3,933,491,3,3,4,2,2,4,37,2,2,4,3,2,0,1,4,3,4,4,4.41,Europe,Portugal,braga-portugal,0.029972752
2783,2,50,2891.126381,2.246443353,3.21,5.67,1,2184.089388,1287.273808,2,2,3,2,3.192174414,3.228194501,13,1,3,2,3,3,1,0,3,2,4,4,4.219548605,North America,Bermuda,hamilton-bermuda,0.133514986
383,2,48,1830,1,0.8,1.97,3,1059,558,2,3,2,4,2,3,9,1,3,2,3,1.434498736,0,0,1,3,4,1,3.704686217,Latin America,Jamaica,kingston-jamaica,0.128065395
1530,2,50,2471,1.812613631,1.28,2.42,1,2375,1645,1,1,4,3,1,1.399997002,3,2,2,1,3,2.596554712,0,0,1,2,1,4,4.27,Africa,Angola,luanda-angola,0.133514986
624,2,34,1556,1,1.99,1.75,2,1608,936,3,2,3,3,2,4,13,3,2,3,3,2,0,1,3,3,4,4,4.57,Europe,Italy,padova-italy,0.089918256
330,2,101,1525,3,0.48,4.38,3,1010,685,2,1,1,1,2,1,6,1,1,2,2,1,0,0,3,2,3,4,3.44,Asia,China,wuxi-china,0.272479564
301,2,55,1403,2,1.13,1.55,3,978,480,2,2,3,2,1,1,4,2,1,2,3,2,0,0,1,2,1,4,3.52,Africa,South Africa,durban-south-africa,0.147138965
442,2,55,1708,1.761807961,0.88,1.68,3,1137,610,2,2,4,2,2,3,13,1,2,2,3,3,0,0,1,2,1,2,4.06,Latin America,Dominican Republic,jarabacoa-dominican-republic,0.147138965
716,2,11,1281,2,2.85,5.7,1,2042,1395,4,3,4,4,4,3,38,4,3,4,3,4,0,1,3,3,4,4,4.29,North America,Canada,lethbridge-canada,0.027247956
692,2,13,1434,1,2.48,3.14,2,1643,1042,2,3,2,2,3,3,30,2,2,4,3,2,0,1,4,3,4,1,3.77,Europe,Germany,erlangen-germany,0.032697548
800,2,17,1464,2,1.8,3.68,2,1860,1368,3,2,2,2,3,3,42,2,2,3,4,3,0,1,3,4,4,4,4.37,North America,United States,oklahoma-city-ok-united-states,0.04359673
529,2,50,1586,1.740829239,2.35,2.35,1,1957,942,2,3,3,3,2.274301167,1,7,2.119708863,2,2,3,1,0,0,2,2,3,2,3.68,Africa,Cape Verde,praia-cape-verde,0.133514986
525,2,12,1159,3,1.75,3.31,2,1406,915,3,3,3,2,3,4,43,2,2,3,3,2,0,1,4,3,4,4,4.1,Europe,Spain,a-coruna-spain,0.029972752
630,2,31,2318,1,2.21,1.88,1,2001,973,2,2,2,2,2,4,24,1,3,3,3,2,1,1,4,3,4,1,4.25,Europe,Italy,cagliari-sardinia-italy,0.081743869
235,2,33,1098,3,0.5,1.03,3,698,348,2,2,3,1,2,3,12,2,1,3,3,1,0,0,3,3,4,4,3.93,Europe,Croatia,osijek-croatia,0.08719346
245,2,30,641,2,0.88,1.89,3,672,439,1,1,2,2,3,1,11,3,2,2,3,2,1,0,1,3,1,1,3.74,Latin America,Brazil,sao-jose-dos-campos-brazil,0.079019074
673,2,28,1896.654597,2,1.07,3.11,2,1426,885,3,2,2,4,2,4,15,2,3,3,3,3,0,1,4,3,4,2,3.15,Asia,Japan,okinawa-okinawa-japan,0.073569482
306,2,29,3965,1,2.14,4.28,1,2027,765,2,1,3,2,2,4,11,2,1,3,3,1,1,1,3,3,4,4,3.66,Europe,Greece,chania-crete-greece,0.076294278
1800,2,16,5643,2.340566452,3.12,5.73,1,4147,2314,2,2,4,1,2.974276593,3.144511346,9,2,1,2,3,3,0,0,3,3,4,1,3.95,Latin America,Cayman Islands,george-town-cayman-islands,0.040871935
525,2,24,2015.581227,3,2.33,1.75,1,1428,802,2,3,2,2,3,4,22,2,2,3,3,2,0,1,4,3,4,2,3.7,Europe,Spain,arrecife-lanzarote-spain,0.0626703
1478,2,177,2196,1.446974134,0.55,1.09,2,1995,1408,2,1,2,1,1,0.753495396,2,1,2,1,2,1,1,0,1,1,1,4,2.87,Africa,Angola,huambo-angola,0.479564033
715,2,15,2654,1,2.06,3.22,1,1978,1104,4,4,3,2,4,3,21,2,2,4,3,3,0,1,3,4,4,4,4.29,Europe,Finland,turku-finland,0.038147139
264,2,25,610,1,0.63,1.48,3,615,402,2,1,4,3,3,2,16,2,1,2,3,1.836117743,0,0,2,3,4,4,4.13,Latin America,Mexico,queretaro-mexico,0.065395095
318,2,23,702,2,0.85,1.99,3,778,511,3,2,2,1,2,3,41,2,2,3,3,1,0,1,4,3,4,4,4.36,Europe,Poland,szczecin-poland,0.059945504
461,2,50,612.1752983,2.537913452,0.4,0.79,3,858,502,2,2,4,1,2.35195208,2,26,1,3,2,3,1.280464152,1,0,3,3,4,4,3.23,Europe,Bosnia,sarajevo-bosnia,0.133514986
199,2,47,1312,1.799250659,0.51,0.95,3,692,304,1,1,1,2,2,2,3,1,1,1,3,1,1,0,2,2,3,4,3.48,Africa,Algeria,algiers-algeria,0.125340599
873,2,14,1922,2,2.19,3.86,2,2067,1308,3,2,4,2,3,3,25,3,1,3,3,3,0,1,3,3,4,4,4.22,North America,United States,bellingham-wa-united-states,0.035422343
315,2,25,1617,2,0.76,0.79,3,856,397,1,1,2,1,1,1,21,1,2,1,3,1,0,0,2,3,4,4,3.65,Europe,Ukraine,dnipro-ukraine,0.065395095
375,2,106,721.7009102,3,0.5,1,3,792,478,3,1,2,2,2,1,7,2,2,2,2,1,0,0,3,3,3,4,4.11,Asia,China,qingdao-china,0.286103542
1018,2,99,1617,1.449098045,0,0,3,1165,866,1,1,2,3,3,3,5,1,1,3,3,1,1,0,3,2,4,2,4.18,Middle East,Kuwait,kuwait-city-kuwait,0.267029973
403,2,17,549,3,1.39,2.41,3,908,640,4,3,4,1,2,2,31,3,1,3,3,4,0,0,3,4,4,4,4.32,Europe,Estonia,tartu-estonia,0.04359673
173,2,50,1281,1.570347869,1.04,2.49,2,788,428,2,1,2,1,1,1,1,1,1,1,2,2,1,0,2,2,3,4,3.81,Africa,Guinea,conakry-guinea,0.133514986
244,2,67,1129,1,0.64,1.76,3,781,423,1,1,1,4,1,1,10,1,1,1,3,1,0,0,2,2,3,4,3.57,Asia,India,gurgaon-india,0.179836512
146,2,290,1586,1,0.52,1.4,3,743,303,1,1,2,1,2,1,3,1,1,1,1,3,1,0,1,1,3,4,3.02,Asia,Pakistan,karachi-pakistan,0.78746594
323,2,12,1336.087147,3,0.51,2.16,3,674,483,1,1,1,1,2,1,10,1,1,1,3,2,0,0,1,2,4,1,3.61,Europe,Russia,rostov-on-don-russia,0.029972752
672,2,13,3233,1,1.92,3.31,1,2103,1064,4,4,4,1,4,3,29,4,3,4,3,3,0,1,3,4,4,4,4.04,Europe,Finland,jyvaskyla-finland,0.032697548
142,2,11,427,1,0.3,0.47,3,659.1172832,197,1,1,2,2,2,2,9,1,2,2,3,1,1,0,3,3,3,1,3.43,Asia,Indonesia,makassar-indonesia,0.027247956
132,2,80,915,1,0.34,1.19,3,531,265,2,1,1,2,1,1,3,1,1,1,3,1,1,0,2,2,3,1,3.52,Asia,India,aurangabad-india,0.215258856
284,2,44,1068,3,0.8,1.32,3,781,423,2,2,2,2,2,2,49,1,2,3,3,1,0,0,3,3,4,4,3.62,Europe,Romania,iasi-romania,0.117166213
1110,2,16,1464,2.084354871,2.06,4.11,1,2097,1524,4,4,3,2,4,4,52,3,2,4,3,3,0,1,4,3,4,4,4.12,Europe,Norway,aalesund-norway,0.040871935
700,2,13,1901.703865,2,1.17,2.88,3,1570,970,3,2,2,3,2,4,36,2,2,3,3,2,0,1,4,3,4,4,3.1,Asia,Japan,hamamatsu-japan,0.032697548
702,2,50,1464,1.801568015,0.84,3.01,2,1555,962,1,2,1,2,1,1,3,1,1,1,3,2,1,0,1,2,4,1,2.7,Latin America,Haiti,port-au-prince-haiti,0.133514986
815,2,17,2593,2,1.58,3.5,1,1964,1142,3,2,4,2,3,3,41,3,2,3,3,3,0,1,3,3,4,4,4.5,North America,United States,chattanooga-tn-united-states,0.04359673
275,2,14,976,1.786326072,1.37,2.75,3,1025,614,2,1,3,1,2.468651293,1.925416556,6,1,3,2,3,3,1,0,3,3,4,1,3.63,Middle East,Palestine,ramallah-palestine,0.035422343
900,2,50,2044,1.679367389,1.5,1.45,2,1733,1028,1,2,3,1,1.983100227,1.635865802,15,1,1,2,3,1,1,0,1,2,4,4,3.48,Middle East,Kurdistan,erbil-kurdistan,0.133514986
128,2,114,1551.676033,1.863055618,0.52,2.19,3,573,457,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1,1,2.74,Middle East,Yemen,sanaa-yemen,0.307901907
355,2,23,1238.391908,3,0.62,1.85,3,867,523,1,1,2,1,2,1,19,1,1,1,3,1,1,0,1,3,4,1,3.45,Europe,Russia,ufa-russia,0.059945504
110,2,103,1403,1,0.36,1.02,3,595,217,1,1,2,3,1,1,7,1,1,1,3,1,0,0,2,2,3,4,3.12,Asia,India,nagpur-india,0.277929155
116,2,55,671,1,0.44,1.25,3,416,243,1,1,2,2,1,1,3,1,1,1,3,2,1,0,2,2,3,2,4.02,Asia,India,thiruvananthapuram-india,0.147138965
1400,2,8,3874,2,1.87,3.85,1,2855,1734,2,2,2,3,3,3,23,2,3,3,3,2.131865042,0,1,3,3,4,1,3.96,North America,United States,mountain-view-ca-united-states,0.019073569
844,2,30,1373,1.4796099,1.39,2.06,2,1302,958,1,2,1,1,1,0.873182902,2,1,1,1,2,1,1,0,2,2,1,1,2.81,Africa,Sierra Leone,freetown-sierra-leone,0.079019074
930,2,18,1190,2,1.53,3.36,2,1642,1173,4,2,3,2,3,3,33,2,1,3,3,3,0,1,3,4,4,4,4.52,North America,United States,knoxville-tn-united-states,0.046321526
238,2,50,1037,2.146320303,0.7,1.39,3,727,395,2,2,3,1,2.317560033,2,14,1,2,2,3,1.210583718,0,0,3,3,4,4,3.77,Europe,Bosnia,banja-luka-bosnia,0.133514986
296,2,36,1983,1.817074643,1.25,2.41,3,1141,527,4,1,3,2,1,1,26,1,1,3,3,1,0,0,3,3,4,4,4.33,Europe,Bulgaria,burgas-bulgaria,0.095367847
253,2,5,915,1,0.34,0.49,3,569,329,2,2,2,3,3,2,11,3,1,3,3,3,0,0,2,3,4,4,3.62,Latin America,Argentina,mar-del-plata-argentina,0.010899183
1280,2,15,1586,2,1.25,4.68,1,1776,1504,3,2,2,3,3,3,23,2,3,3,3,2,0,1,3,4,4,1,4.32,North America,United States,virginia-beach-va-united-states,0.038147139
253,2,47,519,1,0.66,1.62,3,539,391,2,1,2,2,3,3,6,2,3,1,3,2,1,0,1,3,3,2,4.16,Latin America,Colombia,bucaramanga-colombia,0.125340599
858,2,13,2105,3,1.98,2.81,2,1929,1173,4,2,4,2,3,2,29,3,3,3,3,4,0,1,4,4,4,4,4.03,Europe,United Kingdom,bournemouth-united-kingdom,0.032697548
559,2,163,1678,3,0.58,0,3,1004,573,2,1,1,1,2,1,4,1,1,2,2,1,0,0,3,2,3,4,3.34,Asia,China,xining-china,0.441416894
242,2,48,1338.208872,1.435450149,0.4,0.8,3,412,267,1,1,2,2,3,3,10,1,1,2,3,1,1,0,2,2,1,2,3.51,Middle East,Saudi Arabia,mecca-saudi-arabia,0.128065395
644,2,20,1312,1,2.45,2.88,2,1566,981,2,3,2,2,3,3,37,2,2,4,3,2,0,1,4,3,4,1,3.89,Europe,Germany,bielefeld-germany,0.051771117
303,2,5,7839,1,1.65,3.89,1,2935,759,2,1,4,1,2,4,13,2,1,3,3,2,0,1,3,3,4,4,4.3,Europe,Greece,rethymno-greece,0.010899183
296,2,50,671,3,0.92,2.15,3,794,522,2,1,3,1,2,1,19,1,1,1,3,1,0,0,1,3,4,4,3.37,Asia,Russia,tomsk-russia,0.133514986
292,2,15,1190,2.201979566,1.17,1.17,3,771,423,2,1,3,2,2,2.237264313,0,1,1,2,3,1,0,0,3,3,4,4,3.91,Europe,Kosovo,pristina-kosovo,0.038147139
276,2,29,1495,3,0.65,1.53,3,935,430,1,1,3,1,2,1,26,1,1,1,3,2,0,0,1,3,4,4,3.84,Europe,Russia,samara-russia,0.076294278
904,2,22,2715,1,2.99,3.85,1,2411,1350,3,4,2,3,4,4,45,3,2,4,3,2,0,1,4,3,4,4,4.34,Europe,Netherlands,breda-netherlands,0.057220708
643,2,24,1403,2,3.36,5.02,1,1997,1270,4,4,3,2,4,3,25,3,3,4,3,4,0,1,4,3,4,4,4.27,Europe,Denmark,aalborg-denmark,0.0626703
405,2,15,1922,3,0.87,2.85,2,1261,637,1,1,2,2,1,1,2,1,1,1,3,1.054478706,1,0,2,2,4,1,2.74,Africa,Zimbabwe,harare-zimbabwe,0.038147139
301,2,42,458,1,0.3,1.06,3,488,374,2,1,2,3,2,2,7,1,2,2,3,1,1,0,3,3,3,1,3.86,Asia,Indonesia,malang-east-java-indonesia,0.111716621
183,2,60,549,2,0.82,1.8,2,655,385,1,1,2,1,3,1,11,2,2,2,3,2,1,0,1,2,1,4,3.33,Latin America,Brazil,anapolis-brazil,0.160762943
673,2,34,1891,1,1.99,1.58,2,1708,940,3,2,2,3,2,4,19,1,3,3,3,1,0,1,3,4,4,4,4.49,Europe,Italy,treviso-italy,0.089918256
292,2,9,1983,1,2.92,3.5,2,1482,700,2,3,2,2,3,3,49,1,2,4,3,2,0,1,4,3,4,1,3.73,Europe,Germany,hof-germany,0.021798365
387,2,70,2349,1.714141707,1.16,2.9,2,1251,627,1,3,2,2,2.035491544,1,2,1,1,2,3,1,0,0,3,2,4,1,3.38,Oceania,Samoa,apia-samoa,0.188010899
1150,2,55,3447,2.253380684,5,5,1,2881,1706,3,2,4,2,2.931094502,2.917500705,5,2.602817226,1,2,3,3,0,0,3,3,4,4,3.82,Latin America,British Virgin Islands,road-town-british-virgin-islands,0.147138965
307,2,80,458,1,0.6,2.35,3,626,493,1,1,1,2,3,2,14,1,2,2,3,2,1,0,1,3,4,2,3.45,Latin America,Mexico,toluca-mexico,0.215258856
863,2,16,3386,2,1.62,3.82,1,2254,1206,1,2,2,2,3,3,58,2,2,3,3,2,0,1,3,4,4,1,4.05,North America,United States,salem-ma-united-states,0.040871935
1222,2,50,1647,1.464859948,4.89,4.89,1,2862,1877,2,2,1,2,2.896538217,2.634156012,3,1,1,2,3,2,0,0,3,2,4,1,3.3,Oceania,New Caledonia,noumea-new-caledonia,0.133514986
830,2,19,1129,2,1.29,4.4,2,1681,1322,3,2,3,2,3,3,25,2,3,3,3,2,0,1,3,4,4,1,4.28,North America,United States,cincinnati-oh-united-states,0.049046322
173,2,136,885,1,0.41,1.08,3,547,283,1,1,2,2,1,1,12,1,3,1,2,1,0,0,2,2,3,4,3.528291296,Asia,India,noida-india,0.367847411
62.51090448,2,14,941.7109754,1,0.42,0,4,633.0768905,285.1440721,1,1,2,2,1,1,3,1,1,1,3,1,1,0,2,3,3,4,3.9,Asia,India,bareilly-india,0.035422343
270.0980915,2,129,1254.330063,1,0.33,1.77,3,1037.617316,255,1,1,3,2,1,1,4,1,1,1,2,1,1,0,2,2,3,4,3.15,Asia,India,meerut-india,0.348773842
415,2,64,1196.708247,3,0.49,3.91,3,954,730,2,1,2,1,2,1,4,2,2,2,3,1,0,0,3,2,3,4,3.56,Asia,China,fuzhou-china,0.171662125
319,2,129,824,3,0.5,4.5,3,772,648,2,1,2,1,2,1,6,1,1,2,2,1,0,0,3,2,3,4,3.45,Asia,China,shenyang-china,0.348773842
150,2,50,702,1,1,3,3,670,431,1,1,1,1,1.587269886,1,2,1,1,1,2,1,1,0,2,2,4,4,2.73,Asia,North Korea,sinuiju-north-korea,0.133514986
181,2,85,702,3,0.22,4.2,3,533,479,2,1,2,1,2,1,6,2,2,2,2,1,0,0,3,3,3,1,3.52,Asia,China,guiyang-china,0.228882834
272,2,26,1129,1,0.65,2.25,3,782,509,2,1,2,2,3,3,2,1,1,2,3,1,1,0,3,2,1,4,4.23,Asia,Malaysia,penang-malaysia,0.068119891
703,2,92,1159,3,0.53,0,3,1017,707,2,1,1,1,2,1,9,1,1,2,2,1,0,0,3,2,3,1,3.47,Asia,China,wuhu-china,0.247956403
835,2,17,1556,2,2.07,3.41,2,1836,1208,4,3,4,1,4,3,26,4,2,4,3,3,0,1,4,4,4,4,4.25,Oceania,Australia,wollongong-australia,0.04359673
98,2,41,1601.794908,1,0.37,1.09,3,972.1594423,231,1,1,2,2,1,1,8,1,1,1,3,2,1,0,2,3,3,1,3.93,Asia,India,kollam-india,0.108991826
90,2,48,458,1,0.35,1.48,3,374,242,1,1,2,2,1,1,7,1,1,1,3,1,1,0,2,3,3,1,3.68,Asia,India,madurai-india,0.128065395
463,2,91,580,1.770994094,0,0,3,494,394,1,2,2,1,2,2,6,1,1,1,3,1,1,0,1,2,3,4,3.01,Latin America,Nicaragua,leon-nicaragua,0.245231608
292,2,8,2318,1,1.96,3.76,2,1594,763,3,1,2,2,2,4,10,2,1,3,3,1,0,1,3,3,4,4,3.78,Europe,Greece,patras-greece,0.019073569
583,2,14,3233,1,1.89,3.15,1,1875,967,4,4,2,2,4,3,25,3,1,4,3,3,0,1,3,3,4,4,4.31,Europe,Finland,oulu-finland,0.035422343
660,2,12,1800,3,2.62,3.29,1,1900,1085,3,2,3,3,3,2,21,3,2,3,3,2,0,1,4,3,4,2,4.1,Europe,United Kingdom,luton-united-kingdom,0.029972752
325,2,18,976,2,0.89,1.35,3,801,459,2,1,3,2,3,1,20,1,2,2,3,2,1,0,1,3,1,4,3.55,Latin America,Brazil,itapema-brazil,0.046321526
1129,2,29,915,2,1.26,2.92,2,1608,1342,2,2,2,3,2,4,20,1,2,3,3,2,0,1,4,3,4,2,3.2,Asia,Japan,yokohama-japan,0.076294278
263,2,94,427,1,0.41,1.41,3,414,331,1,1,2,1,2,2,8,1,1,2,3,3,1,0,3,2,3,4,3.53,Asia,Indonesia,surakarta-indonesia,0.253405995
582,2,21,915,1,1.75,2.16,3,1275,850,4,3,3,2,3,3,50,4,1,4,3,3,0,1,4,3,4,4,3.49,Europe,Germany,jena-germany,0.054495913
1584,2,11,1312,2,2.28,4.56,1,2470,1977,4,3,3,1,4,3,58,1,2,4,3,4,0,1,3,4,4,2,3.53,North America,Canada,fort-mcmurray-canada,0.027247956
318,2,35,671,2,0.96,1.61,3,765,492,2,1,3,2,3,1,15,2,1,2,3,3,0,0,1,3,1,4,3.89,Latin America,Brazil,campinas-brazil,0.092643052
902,2,16,2227,2,1.46,3.5,2,1939,1220,3,2,4,2,3,3,36,3,1,3,3,3,0,1,3,4,4,4,4.4,North America,United States,chico-ca-united-states,0.040871935
